owner,period,value,unit,objective
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
landon.zhu,2025 年 7 月,1,台,"### 7月完成l60锁单2台l90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7月10号之前fc上表10个，每日重点跟进推进梳理替换fc表
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,1,台,"### 7月完成l60锁单2台l90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7月10号之前fc上表10个，每日重点跟进推进梳理替换fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,1,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,1,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,1,台,"### 7月L60锁单2台，L90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7.10号之前上10个 每日跟进更新梳理fc表
    - Progress: 0%
    - Score: 0

---"
weiming.zhou2,2025 年 7 月,1,台,"### 本月内熟悉乐道销售全流程  挑战首月L60交付一台 L90意向金2个 锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 按时足量完成Fellow入职培训课程
    - Progress: 0%
    - Score: 0
2. 每日电话接通50组以上 15秒以上30个 1分钟以上15组
    - Progress..."
weiming.zhou2,2025 年 7 月,1,台,"### 本月内熟悉乐道销售全流程  挑战首月L60交付一台 L90意向金2个 锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 按时足量完成Fellow入职培训课程
    - Progress: 0%
    - Score: 0
2. 每日电话接通50组以上 15秒以上30个 1分钟以上15组
    - Progress..."
xin.li43,2025 年 7 月,1,台,"### 云龙万达，每天WI留资10批，本人本月万达锁单≥1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516649136643489793, Owner: yao.lu3 (open_id: ou_402731f2b64a1e57e7b47eef1ef4c30c)

---"
junwei.lin,2025 年 7 月,1,台,"### 建联目标125，试驾50，交付3.
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428652244993, Owner: gabor.zhan (open_id: ou_b8cbc97aea607f8b278aab04fe1e8511)

#### Key Results:
1. 每周建联32组，..."
carry.wang,2025 年 7 月,1,台,"### 完成月度交付目标一台，月度冲刺目标两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)

#### Key Results:
1. 完成月度试..."
carry.wang,2025 年 7 月,1,台,"### 完成月度交付目标一台，月度冲刺目标两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)

#### Key Results:
1. 完成月度试..."
wujun.ren,2025 年 7 月,1,台,"### （多卖车多赚钱）：月度车辆销售交付≥2台
（挑战目标3台）
L90锁单≥1台，意向金≥1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651185101783068, Owner: freda.chang (open_id: ou_5881ab3db20d6a8b900cf7c9ba356fc4)
 ..."
xu.han9,2025 年 7 月,1,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
xu.han9,2025 年 7 月,1,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
klein.lin2,2025 年 7 月,1,台,"### 业绩目标完成，达成L90小定目标7，L60锁单1，L60交付目标1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 接触客户百分百触达新车型，目标客户群体邀请小定
    - Progress: 0%
    - Score: 0
2. 深挖客户需求，结合客户画像讲解亮点，持续种草转化
    - Progress: 0%
 ..."
klein.lin2,2025 年 7 月,1,台,"### 业绩目标完成，达成L90小定目标7，L60锁单1，L60交付目标1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 接触客户百分百触达新车型，目标客户群体邀请小定
    - Progress: 0%
    - Score: 0
2. 深挖客户需求，结合客户画像讲解亮点，持续种草转化
    - Progress: 0%
 ..."
gaojun.zhao,2025 年 7 月,1,台,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
gaojun.zhao,2025 年 7 月,1,台,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
gaojun.zhao,2025 年 7 月,1,台,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
yi.guo5,2025 年 7 月,1,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,1,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,1,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
