owner,period,value,unit,objective
leo.lou,2025 年 7 月,2,台,"### (多卖车多赚钱):完成月度车辆销售交付≥2辆(挑战目标3辆),总利润贡献≥0万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥60个。月度新增购车需求≥10个
个人合计购车需求池≥10个,机会到试驾的转化率≥40%。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥3辆
试..."
hangzhou.liang,2025 年 7 月,1,台,"### 多卖车多赚钱：月度交付≥1台，锁单≥2台
A1. 争取7月L60交付1台、交付1台
A2.争取7月L90意向金/锁单任务：1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
hangzhou.liang,2025 年 7 月,1,台,"### 多卖车多赚钱：月度交付≥1台，锁单≥2台
A1. 争取7月L60交付1台、交付1台
A2.争取7月L90意向金/锁单任务：1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
hangzhou.liang,2025 年 7 月,1,台,"### 多卖车多赚钱：月度交付≥1台，锁单≥2台
A1. 争取7月L60交付1台、交付1台
A2.争取7月L90意向金/锁单任务：1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
hangzhou.liang,2025 年 7 月,1,台,"### 多卖车多赚钱：月度交付≥1台，锁单≥2台
A1. 争取7月L60交付1台、交付1台
A2.争取7月L90意向金/锁单任务：1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
hangzhou.liang,2025 年 7 月,1,台,"### 多卖车多赚钱：月度交付≥1台，锁单≥2台
A1. 争取7月L60交付1台、交付1台
A2.争取7月L90意向金/锁单任务：1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
hangzhou.liang,2025 年 7 月,1,台,"### 多卖车多赚钱：月度交付≥1台，锁单≥2台
A1. 争取7月L60交付1台、交付1台
A2.争取7月L90意向金/锁单任务：1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
jiale.gao,2025 年 7 月,1,台,"### 完成月度车辆销售交付≥1辆
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾 ≥10个。月度新增购车需求≥ X 个（上月为Y个），个人合计购车需求池≥50个，机会到试驾的转化率≥10%。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥1辆，试驾到锁单的转化率≥10%。
    ..."
kaixiong.wang,2025 年 7 月,1,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,1,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
jia.li12,2025 年 7 月,1,台,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)，6个月合计10000分
A1）月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组   日跟进量>40组
- **Progress:** 0%
- **Score:** 0

---"
jimmy.ye,2025 年 7 月,1,台,"### （多卖车多赚钱）：月度车辆销售交付≥1辆（挑战目标2辆），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d..."
jimmy.ye,2025 年 7 月,1,台,"### （能力成长）：持续学习
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d19050)

#### Key Results:
1. 多向buddy学习，不懂就..."
jimmy.ye,2025 年 7 月,1,台,"### （能力成长）：持续学习
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d19050)

#### Key Results:
1. 多向buddy学习，不懂就..."
xinhan.zhang2,2025 年 7 月,1,台,"### （多卖车多赚钱）：月度车辆销售交付1
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516649263771418625, Owner: long.wu2 (open_id: ou_7d19ec0a06c0997379906afda78c3142)

#### Key Results:
1. 月度试驾≥5
  ..."
b.sc,2025 年 7 月,1,台,"### （多卖车多赚钱）完成月度车辆销售交付≥1辆（挑战目标2辆）总利润贡献≥0.7万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. （多建联多建信）放学新增建联≥200次
总建联人数≥150人 并持续建信
    - Progress: 0%
    - Score: 0
2. （能力成长）：持续学习，提升建联建信，卖车及服务相..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,1,台,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
liangmeng.xu,2025 年 7 月,1,台,"### 7月L60交付≥1台 锁单≥2台
L90 争取多邀约客户体验，本月目标收取意向金≥5组意向客户
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651644257370140, Owner: qingnan.liu (open_id: ou_78f01e6d28f7efcaa6d2146d22cf2ca7)..."
mi.li2,2025 年 7 月,1,台,"### 几个方面:
1.明天的工作规划40接通1个试驾
2通过青州泰华城外展多发展用户建联建新
3交付1台
- **Progress:** 0%
- **Score:** 0

---"
mi.li2,2025 年 7 月,1,台,"### 几个方面:
1.明天的工作规划40接通1个试驾
2通过青州泰华城外展多发展用户建联建新
3交付1台
- **Progress:** 0%
- **Score:** 0

---"
qingyang.yi,2025 年 7 月,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyang.yi,2025 年 7 月,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyang.yi,2025 年 7 月,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyang.yi,2025 年 7 月,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
cc.l,2025 年 7 月,1,台,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
cc.l,2025 年 7 月,1,台,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
cindy.song,2025 年 7 月,1,台,"### 完成车辆交付≥1，总亏损≤1.4万
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾≥55个，周中2个，周末3个
    - Progress: 0%
    - Score: 0
2. 锁单交付目标1台
    - Progress: 0%
    - Score: 0

---"
dan.liu4,2025 年 7 月,1,台,"### V1(多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目标2辆)，总利润贡献≥1万元 (或者:总亏损≤2万元)。
A1:完成试驾≥30个。
A2:月度锁单目标≥1辆(上月为0%)，试驾到锁单的转化率≥3%(上月为0%）
- **Progress:** 0%
- **Score:** 0

---"
leo.li55,2025 年 7 月,1,台,"### 完成月度车辆销售交付≥1，总亏损小于2万元
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427725811714, Owner: qin.zhang6 (open_id: ou_e53f7a601aca2cb0935f04d33901e0a6)
    - 目标: 7516653427725811..."
shuo.qiu,2025 年 7 月,1,台,"### (多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目标2辆),总利润亏损＜2万
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥50个。月度新增机会>40个,合计个人机会池≥10个,机会到试驾的转化率≥30%
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥2辆,试驾到锁单的转..."
zhenxu.yao,2025 年 7 月,1,台,"### 完成7月交付≥1台，挑战目标2台。完成率≥130%；
A1：Leads≥107（5月为XX）；完成试驾 ≥ 48(5月为XX)，排程出席率≥55%（6月为XX%）
A2：
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752110594, Owner: ruixuan.wang2 (open_..."
pandapia.li,2025 年 7 月,1,台,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
pandapia.li,2025 年 7 月,1,台,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
wenbo.zhang7,2025 年 7 月,1,台,"### 完成月度车辆销售交付≥1辆
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾 ≥10个。月度新增购车需求≥ X 个（上月为Y个），个人合计购车需求池≥50个，机会到试驾的转化率≥10%。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥1辆，试驾到锁单的转化率≥10%
    -..."
yaoguo.chen,2025 年 7 月,1,台,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)
A1) 月度L60锁单及交付目标1.7台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
botao.kan,2025 年 7 月,1,台,"### (多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目示3辆),总利润贡献≥1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥30个。月度新增机会>10个合计个人机会池≥7个,机会到试驾的转化率≥10%。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥1辆,试驾到锁单的转..."
xianmin.lan,2025 年 7 月,1,台,"### 当月目标交付1辆，试驾10组，建联:40人，
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 加强学习，熟记产品知识卖点，尽快上手开单
    - Progress: 0%
    - Score: 0
2. 培训区间专心认真听课，早点考试结束，拿到内部驾照。
    - Progress: 0%
    - Score: 0..."
xianmin.lan,2025 年 7 月,1,台,"### 当月目标交付1辆，试驾10组，建联:40人，
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 加强学习，熟记产品知识卖点，尽快上手开单
    - Progress: 0%
    - Score: 0
2. 培训区间专心认真听课，早点考试结束，拿到内部驾照。
    - Progress: 0%
    - Score: 0..."
lealon.peng2,2025 年 7 月,1,台,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
xu.han9,2025 年 7 月,1,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
xu.han9,2025 年 7 月,1,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
nancy.xia,2025 年 7 月,1,台,"### 完成月锁单2台，争取3台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935789084, Owner: kun.xiong2 (open_id: ou_da69278049ad19e62f2e7c5512cb5396)
    - 目标: 7516653427935789084, Owne..."
nancy.xia,2025 年 7 月,1,台,"### 完成月锁单2台，争取3台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935789084, Owner: kun.xiong2 (open_id: ou_da69278049ad19e62f2e7c5512cb5396)
    - 目标: 7516653427935789084, Owne..."
gaojun.zhao,2025 年 7 月,1,台,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
gaojun.zhao,2025 年 7 月,1,台,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
gaojun.zhao,2025 年 7 月,1,台,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
wenjun.luo,2025 年 7 月,1,台,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
wenjun.luo,2025 年 7 月,1,台,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
zhenhua.fu,2025 年 7 月,1,台,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,1,台,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
allen.liang2,2025 年 7 月,1,台,"### 完成月度车辆销售交付≥1，总利润贡献3000
- **Progress:** 0%
- **Score:** 0

---"
fangying.liao,2025 年 7 月,1,台,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)A1)  月度L60锁单及交付目标1.7台A2）月度试驾量>40组A3）月度总跟进数>1080组   日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
can.li6,2025 年 7 月,1,台,"### 7月目标l60交付2台，l90交付1台，l90小定5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428653064193, Owner: yong.wen3 (open_id: ou_1e1b54491a6d7967fb981acd7c9e8502)

#### Key Results:
1...."
can.li6,2025 年 7 月,1,台,"### 7月目标l60交付2台，l90交付1台，l90小定5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428653064193, Owner: yong.wen3 (open_id: ou_1e1b54491a6d7967fb981acd7c9e8502)

#### Key Results:
1...."
zhuqiang.chen,2025 年 7 月,1,台,"### （多卖车多赚钱）：完成L60锁单及交付1台（挑战目标2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付1台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>15组
    - Progress: 0%
    - Score: 0
3. 月度跟进数>600组，每日..."
zhuqiang.chen,2025 年 7 月,1,台,"### （多卖车多赚钱）：完成L60锁单及交付1台（挑战目标2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付1台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>15组
    - Progress: 0%
    - Score: 0
3. 月度跟进数>600组，每日..."
zhuqiang.chen,2025 年 7 月,1,台,"### （多卖车多赚钱）：完成L60锁单及交付1台（挑战目标2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付1台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>15组
    - Progress: 0%
    - Score: 0
3. 月度跟进数>600组，每日..."
zhuqiang.chen,2025 年 7 月,1,台,"### （多卖车多赚钱）：完成L60锁单及交付1台（挑战目标2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付1台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>15组
    - Progress: 0%
    - Score: 0
3. 月度跟进数>600组，每日..."
mengyu.li3,2025 年 7 月,1,台,"### 结果指标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. l60锁单目标1
    - Progress: 0%
    - Score: 0
2. l60 交付1
    - Progress: 0%
    - Score: 0
3. l90 小订1
    - Progress: 0%
    - Score: 0
4...."
xiaolong.yang8,2025 年 7 月,1,台,"### 多卖车多赚钱：L60锁单2台，交付1台以上
L90锁单3台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. L60高配车型≥1台
L90大定≥10台
    - Progress: 0%
    - Score: 0

---"
xiaolong.yang8,2025 年 7 月,1,台,"### 多卖车多赚钱：L60锁单2台，交付1台以上
L90锁单3台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. L60高配车型≥1台
L90大定≥10台
    - Progress: 0%
    - Score: 0

---"
emily.dong,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
xu.han9,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
xu.han9,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
xu.han9,2025 年 7 月,0,台,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
