owner,period,value,unit,objective
jiawen.wu2,2025 年 7 月,150,人,"### 多建联多建信:月度建联总量大于等于150人，
新增建联≥120人
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836832258, Owner: mengting.xie (open_id: ou_39090c7e5748582791cd6095f6ce6baa)

#### Key Res..."
ziqi.zhang5,2025 年 7 月,150,人,"### 增加建联建信开口:月度建联总量≥200，新增建联≥150
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427054985217, Owner: jasen.wu (open_id: ou_75a5b865bcdbd8bfed7e17bff3a14054)

#### Key Results:
1...."
ziqi.zhang5,2025 年 7 月,150,人,"### 增加建联建信开口:月度建联总量≥200，新增建联≥150
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427054985217, Owner: jasen.wu (open_id: ou_75a5b865bcdbd8bfed7e17bff3a14054)

#### Key Results:
1...."
zhen.yao2,2025 年 7 月,150,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
gaojun.zhao,2025 年 7 月,150,人,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
gaojun.zhao,2025 年 7 月,150,人,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
shengbo.chen,2025 年 7 月,150,人,"### 建联150
每天完成5个客户建联
- **Progress:** 0%
- **Score:** 0

---"
zian.xie,2025 年 7 月,150,人,"### v2 当月新增建联>150人 总建联>150人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 月度新增建联>150人 主动建联>20
    - Progress: 0%
    - Score: 0
2. a2 建联用户建信100% 所有月建联用户建信次数>3次
    - Progress: 0%
    - Sc..."
zian.xie,2025 年 7 月,150,人,"### v2 当月新增建联>150人 总建联>150人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 月度新增建联>150人 主动建联>20
    - Progress: 0%
    - Score: 0
2. a2 建联用户建信100% 所有月建联用户建信次数>3次
    - Progress: 0%
    - Sc..."
zian.xie,2025 年 7 月,150,人,"### v2 当月新增建联>150人 总建联>150人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 月度新增建联>150人 主动建联>20
    - Progress: 0%
    - Score: 0
2. a2 建联用户建信100% 所有月建联用户建信次数>3次
    - Progress: 0%
    - Sc..."
zian.xie,2025 年 7 月,150,人,"### v2 当月新增建联>150人 总建联>150人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 月度新增建联>150人 主动建联>20
    - Progress: 0%
    - Score: 0
2. a2 建联用户建信100% 所有月建联用户建信次数>3次
    - Progress: 0%
    - Sc..."
zian.xie,2025 年 7 月,150,人,"### v2 当月新增建联>150人 总建联>150人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 月度新增建联>150人 主动建联>20
    - Progress: 0%
    - Score: 0
2. a2 建联用户建信100% 所有月建联用户建信次数>3次
    - Progress: 0%
    - Sc..."
yu.xue,2025 年 7 月,140,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,140,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
hangzhou.liang,2025 年 7 月,130,人,"### 当月新增建联≥130
单月试驾总数≥50
对建联用户进行稳定建信
小红书丶闲鱼稳定发布和更新进行邀约到店或上门试驾争取进行转化
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
hangzhou.liang,2025 年 7 月,130,人,"### 当月新增建联≥130
单月试驾总数≥50
对建联用户进行稳定建信
小红书丶闲鱼稳定发布和更新进行邀约到店或上门试驾争取进行转化
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff086..."
zhengyuan.rui,2025 年 7 月,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
emily.dong,2025 年 7 月,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
william.tao,2025 年 7 月,120,人,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
jiawen.wu2,2025 年 7 月,120,人,"### 多建联多建信:月度建联总量大于等于150人，
新增建联≥120人
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836832258, Owner: mengting.xie (open_id: ou_39090c7e5748582791cd6095f6ce6baa)

#### Key Res..."
jiawen.wu2,2025 年 7 月,120,人,"### 多建联多建信:月度建联总量大于等于150人，
新增建联≥120人
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836832258, Owner: mengting.xie (open_id: ou_39090c7e5748582791cd6095f6ce6baa)

#### Key Res..."
hong.zhang19,2025 年 7 月,120,人,"### 多建联多建信，当月新增建联大于等于380 建信周度大于等于240 每日建联11组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428530053148, Owner: siyue.quan (open_id: ou_4dd03a4f2f55f67615868778cc2d52a3)

#### K..."
gin.xu,2025 年 7 月,120,人,"### 3. Fellow 个人VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥X辆(挑战目标Y辆)总利润贡献≥4万元(或者:总亏损<1万元)。
A1:完成试驾>100个(上月为0%)。月度新增机会>80个(上月为20%),合计个人机会池≥150个(上月为 20%),机会到试驾的转化率≥80%(上月为0%)。
A2:月度锁单目标>2辆(上月为0%),试驾到锁单的转化率≥20%(」上月为0%)。..."
gin.xu,2025 年 7 月,120,人,"### 3. Fellow 个人VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥X辆(挑战目标Y辆)总利润贡献≥4万元(或者:总亏损<1万元)。
A1:完成试驾>100个(上月为0%)。月度新增机会>80个(上月为20%),合计个人机会池≥150个(上月为 20%),机会到试驾的转化率≥80%(上月为0%)。
A2:月度锁单目标>2辆(上月为0%),试驾到锁单的转化率≥20%(」上月为0%)。..."
gin.xu,2025 年 7 月,120,人,"### 3. Fellow 个人VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥X辆(挑战目标Y辆)总利润贡献≥4万元(或者:总亏损<1万元)。
A1:完成试驾>100个(上月为0%)。月度新增机会>80个(上月为20%),合计个人机会池≥150个(上月为 20%),机会到试驾的转化率≥80%(上月为0%)。
A2:月度锁单目标>2辆(上月为0%),试驾到锁单的转化率≥20%(」上月为0%)。..."
gin.xu,2025 年 7 月,120,人,"### 3. Fellow 个人VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥X辆(挑战目标Y辆)总利润贡献≥4万元(或者:总亏损<1万元)。
A1:完成试驾>100个(上月为0%)。月度新增机会>80个(上月为20%),合计个人机会池≥150个(上月为 20%),机会到试驾的转化率≥80%(上月为0%)。
A2:月度锁单目标>2辆(上月为0%),试驾到锁单的转化率≥20%(」上月为0%)。..."
leo.lou,2025 年 7 月,120,人,"### (多建联多建信):当月新增建联≥200人,总建联人数≥300人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>200人(其中主动建联≥80人,门店路演建联≥120人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数..."
jiale.gao,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
jiale.gao,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
jiale.gao,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
jiale.gao,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
jimmy.ye,2025 年 7 月,100,人,"### 多打电话多去主动建联，并保持持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d19050)
    - 目标: 751665343056951708..."
jimmy.ye,2025 年 7 月,100,人,"### 多打电话多去主动建联，并保持持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d19050)
    - 目标: 751665343056951708..."
yanan.tao,2025 年 7 月,100,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
meijun.jiang,2025 年 7 月,100,人,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
meijun.jiang,2025 年 7 月,100,人,"### 7月L60锁单1台/交付1台
7月了90意向金2台/锁单1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166..."
wenwen.wu,2025 年 7 月,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
wenwen.wu,2025 年 7 月,100,人,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
david.sun1,2025 年 7 月,100,人,"### 多建联多建信)：新增建联8人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)
    - 目标: 75166534042045..."
david.sun1,2025 年 7 月,100,人,"### 多建联多建信)：新增建联8人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)
    - 目标: 75166534042045..."
cheng.liu7,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
cheng.liu7,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
cheng.liu7,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
cheng.liu7,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
wenbo.zhang7,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wenbo.zhang7,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wenbo.zhang7,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wenbo.zhang7,2025 年 7 月,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wujun.ren,2025 年 7 月,100,人,"### （多建联多建信）：单日建联≥4组/人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651185101783068, Owner: freda.chang (open_id: ou_5881ab3db20d6a8b900cf7c9ba356fc4)
    - 目标: 7516653430..."
wujun.ren,2025 年 7 月,100,人,"### （多建联多建信）：单日建联≥4组/人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651185101783068, Owner: freda.chang (open_id: ou_5881ab3db20d6a8b900cf7c9ba356fc4)
    - 目标: 7516653430..."
shuai.li12,2025 年 7 月,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
xushen.huang,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
jiajun.wang6,2025 年 7 月,100,人,"### 多建联多建信：新增建联2人/天，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d19050)

#### Key Results:
1. 月度..."
jiajun.wang6,2025 年 7 月,100,人,"### 多建联多建信：新增建联2人/天，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d19050)

#### Key Results:
1. 月度..."
yi.tian,2025 年 7 月,100,人,"### 2（多建联多建信）：当月新增建联≥100人，总建联人数≥100人，并持续建信。
A1：月度新增建联＞2人每天（其中主动建联≥2人每天，外拓2人每天，
A2：建联用户的月度建信100％覆盖，所有建联用户月均建信次数≥3次
A3：主动面对面拜访30个已建联无明确购车需求用户（包括合作伙伴、蔚来或乐道的老用户，等），新增10个老用户涟漪的L60种草试驾。
A4：每月组织开展2次异业合作或外拓获客..."
yi.tian,2025 年 7 月,100,人,"### 2（多建联多建信）：当月新增建联≥100人，总建联人数≥100人，并持续建信。
A1：月度新增建联＞2人每天（其中主动建联≥2人每天，外拓2人每天，
A2：建联用户的月度建信100％覆盖，所有建联用户月均建信次数≥3次
A3：主动面对面拜访30个已建联无明确购车需求用户（包括合作伙伴、蔚来或乐道的老用户，等），新增10个老用户涟漪的L60种草试驾。
A4：每月组织开展2次异业合作或外拓获客..."
jia.li12,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组  
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3）在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0

---"
jia.li12,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组  
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3）在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0

---"
jia.li12,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组  
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3）在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0

---"
jia.li12,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组  
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3）在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0

---"
yaoguo.chen,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
juncheng.wang2,2025 年 7 月,97,人,"### （多建联多建信）：月度个人新增建联>97组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度个人新增建联>97组
    - Progress: 0%
    - Score: 0
2. 开口获取新增建联目标，每日线索3-5个/人（周中3，周末5），企业微信添加率80%
    - Progress: 0%
    - S..."
juncheng.wang2,2025 年 7 月,97,人,"### （多建联多建信）：月度个人新增建联>97组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度个人新增建联>97组
    - Progress: 0%
    - Score: 0
2. 开口获取新增建联目标，每日线索3-5个/人（周中3，周末5），企业微信添加率80%
    - Progress: 0%
    - S..."
juncheng.wang2,2025 年 7 月,97,人,"### （多建联多建信）：月度个人新增建联>97组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度个人新增建联>97组
    - Progress: 0%
    - Score: 0
2. 开口获取新增建联目标，每日线索3-5个/人（周中3，周末5），企业微信添加率80%
    - Progress: 0%
    - S..."
juncheng.wang2,2025 年 7 月,97,人,"### （多建联多建信）：月度个人新增建联>97组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度个人新增建联>97组
    - Progress: 0%
    - Score: 0
2. 开口获取新增建联目标，每日线索3-5个/人（周中3，周末5），企业微信添加率80%
    - Progress: 0%
    - S..."
