owner,period,value,unit,objective
bin.zhu2,2025 年 7 月,5,组,"### 1、建联量200
2、试驾目标45
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 1、每天建联7个，先从周边朋友、前同事种草。帮忙扩大宣传。
    - Progress: 0%
    - Score: 0
2. 1、门店获客10
2、线上获客10
3、线下获客150
4、直播获客20
7、SSP10
    - Prog..."
tianxiang.xia2,2025 年 7 月,5,组,"### 丰富产品知识 目标交付 2 台 建联 50 批 试驾 30 次
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店留资百分之五十 %
    - Progress: 0%
    - Score: 0
2. 主动外拓：
 主动外拓留资 22 试驾 15
 异业合作（霸王茶姬＋荟聚商城）留资 40+ 试驾 15+
    - ..."
qingyun.luo,2025 年 7 月,4,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,4,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
david.sun1,2025 年 7 月,4,组,"### （多卖车多赚钱）：挑战目标1辆财务上达成Q3利润目标，确保增量投入的使用效率
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)

#### Ke..."
david.sun1,2025 年 7 月,3,组,"### （多卖车多赚钱）：挑战目标1辆财务上达成Q3利润目标，确保增量投入的使用效率
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)

#### Ke..."
cc.l,2025 年 7 月,3,组,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
cc.l,2025 年 7 月,3,组,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
leo.li55,2025 年 7 月,3,组,"### 多建联多建信）人均新老建联日均>8，其中新建联>4/人/日，并在当月持续建信，关注试驾转化、企微有效互动、电话外呼等建信指标。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标设定：日均4建联+2TD+2TSS+30企微信息+30call作为工作量标准
日目标-FL：新机会-企微建联 30 试驾3 TSS 2
周目标-FL..."
pandapia.li,2025 年 7 月,3,组,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
pandapia.li,2025 年 7 月,3,组,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
hong.zhang19,2025 年 7 月,3,组,"### 多卖车多卖中高配车型：7月份L60月度锁单大于等于5台 L90锁单大于等于4台  L90意向金12组 月度交付大于等于7台 总利润贡献大于等于0
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428530053148, Owner: siyue.quan (open_id: ou_4dd03a4f2..."
minghan.liu2,2025 年 7 月,3,组,"### 7新增建联建信，扩大开口
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联大于50组，主动建联大于25
    - Progress: 0%
    - Score: 0
2. 建立的月度建信100%覆盖，月度试驾大于24组，A级不低于70%
    - Progress: 0%
    - Score: 0
3...."
minghan.liu2,2025 年 7 月,3,组,"### 7新增建联建信，扩大开口
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联大于50组，主动建联大于25
    - Progress: 0%
    - Score: 0
2. 建立的月度建信100%覆盖，月度试驾大于24组，A级不低于70%
    - Progress: 0%
    - Score: 0
3...."
wenjun.luo,2025 年 7 月,3,组,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
wenjun.luo,2025 年 7 月,3,组,"### 1：完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Pr..."
jimmy.ye,2025 年 7 月,2,组,"### （多卖车多赚钱）：月度车辆销售交付≥1辆（挑战目标2辆），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d..."
joey.zhang4,2025 年 7 月,2,组,"### 完成个人日常数据以及月度目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651185101717532, Owner: luvian.liu (open_id: ou_e8bceb53fc173672069468a7a52d8c10)
    - 目标: 7516576689481678867, Ow..."
jerry.lu2,2025 年 7 月,2,组,"### （多卖车多赚钱）：月度交付≥24，单车费效
≤2.5万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 战队伙伴每人每天精准得体试驾2+，试驾后统一模板跟进，人均月度试驾≥60个，人均线索新增大于等于130个，L-TD转化率≥30%
    - Progress: 0%
    - Score: 0
2. 大配置车型销售占比..."
yeqi.ma2,2025 年 7 月,2,组,"### 试驾60组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天试驾2组
    - Progress: 0%
    - Score: 0
2. 可以组织试驾会 老车主涟漪
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,2,组,"### 试驾60组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天试驾2组
    - Progress: 0%
    - Score: 0
2. 可以组织试驾会 老车主涟漪
    - Progress: 0%
    - Score: 0

---"
fangyuan.li2,2025 年 7 月,2,组,"### 7月L60交付3台，L90意向金15台，锁单5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)

#### Key Results:
1. 每..."
fangyuan.li2,2025 年 7 月,2,组,"### 7月L60交付3台，L90意向金15台，锁单5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)

#### Key Results:
1. 每..."
jenny.cui1,2025 年 7 月,2,组,"### 多卖车多赚钱，本月是转正第一个月，需要自己带试驾，自己跟单子，本月目标L60锁2交2，L90锁1，多卖选配。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429218426881, Owner: wyatt.yu (open_id: ou_a8c95c6364f80c06b8c23c6fe4c94..."
jenny.cui1,2025 年 7 月,2,组,"### 多卖车多赚钱，本月是转正第一个月，需要自己带试驾，自己跟单子，本月目标L60锁2交2，L90锁1，多卖选配。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429218426881, Owner: wyatt.yu (open_id: ou_a8c95c6364f80c06b8c23c6fe4c94..."
xucan.ye,2025 年 7 月,2,组,"### 建联50个用户、试驾15、建信每日20+
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 学习建信建联方法，及时完成领导给的任务
    - Progress: 0%
    - Score: 0
2. 明确执行自己每天的数据
1.电话量50+
2.试驾2+
3.高质量用户沟通
    - Progress: 0%
    -..."
jimmy.ye,2025 年 7 月,1,组,"### （多卖车多赚钱）：月度车辆销售交付≥1辆（挑战目标2辆），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430569517084, Owner: austin.shen (open_id: ou_b398e4739481c6ea61a66e5f39d..."
yuanzhuang.qiu,2025 年 7 月,1,组,"### 7月份L60交付目标2台
L90意向金5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)
    - 目标: 7516652006007717..."
yuanzhuang.qiu,2025 年 7 月,1,组,"### 7月份L60交付目标2台
L90意向金5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)
    - 目标: 7516652006007717..."
xu.han9,2025 年 7 月,1,组,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
xu.han9,2025 年 7 月,1,组,"### (多卖车多赚钱):月度车辆销售交付≥1辆(挑战目标2辆，上月交付0），财务上达成Q3利润目标，确保增量投入的使用效率。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付≥1辆(挑战目标2辆，上月交付0辆）；
月度锁单目标≥1辆，L60锁单量1，L90锁单量1，试驾到锁单的转化率≥5％
    - Progres..."
jianan.wu,2025 年 7 月,1,组,"### 几个方面:
1.明天的工作规划：40接通，2试驾1tss
手里有意向用户但是不确定什么时候来
进度：回访老用户，拓展新用户，多收点例子
青州展厅多收线索，先在青州种草多加一些高意向看看能转化到90上
门店尽量接客泡一下试驾
- **Progress:** 0%
- **Score:** 0
- **Aligns to:**
    - 目标: 7519269711526232066, Ow..."
zhigang.sun,2025 年 7 月,0,组,"### 1. Fellow 个人 VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万

元(或者:总亏损≤1万元)。

A1:完成试驾≥0个(上月为0%)。月度新增机会>0个(上月为0%),合计个人机会池≥0个(上月为0%),机会到试驾的转化率≥0%(上月为0%)。

A2:月度锁单目标≥3辆(上月为0%),试驾到锁单的转化率≥10%(上月为0%)。

A3..."
mingxi.fan,2025 年 7 月,0,组,"### 个人任务目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 个人L60锁单目标：1
    - Progress: 0%
    - Score: 0
2. 个人L90锁单目标:1
    - Progress: 0%
    - Score: 0
3. 完成L1驾照后，每周试驾目标10，试驾0事故
    - Progre..."
